Charles-Augustin_de_Coulomb,What is the definition of the electrostatic force of attraction and repulsion? ,Coulomb's Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,When did Charles-Augustin de Coulomb retire to a small estate he possessed at Blois?,Charles-Augustin de Coulomb retired to a small estate he possessed at Blois on the outbreak of the revolution in 1789.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,When did Charles-Augustin de Coulomb retire to a small estate he possessed at Blois?,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,If Charles-Augustin de Coulomb was alive today, how old would he have been?,S09_set4_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,For how many years did Charles-Augustin de Coulomb live?,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb live to be 80 years old?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,How old was Charles-Augustin de Coulomb when he died?,1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,How many years ago did he resign his appointment as intendant de eaux et fontaine ?,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,How many years ago did Charles-Augustin de Coulomb die?,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Was The SI  unit  of charge , the  coulomb ,easy,S09_set4_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Was coulomb born in Angoulême,  France ,easy,S09_set4_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Was his father ,  Henri  Coulomb ,easy,S09_set4_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Is coulomb distinguished in the history  of mechanics  and  of electricity and  magnetism?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Was Charles Augustin  de Coulomb  ( born  June  14 ,1736,  Paris ,  France  ) a French  physicist?,yes,NULL,medium,S09_set4_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Does Coulomb leave a legacy?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,When was Charles-Augustin de Coulomb born?,Jun-14,S09_set4_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Did he publish an important investigation of the laws of friction?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Was Coulomb born in Angoulême, France,easy,S09_set4_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Was his father inspector of the Royal Fields?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,He discovered an inverse relationship of what?,distance and electric force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Is it true that coulomb leaves a legacy as a hero?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles-Augustin_de_Coulomb,Where is Charles-Augustin de Coulomb from?,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,What was Chinese language`s profession?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,What is Chinese language`s first name?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,What is Chinese language`s last name?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,How many offspring did Chinese language have?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,The Mandarin dialects in which location have experienced a dramatic decrease in sounds and so have far more multisyllabic words than most other spoken varieties?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Was Old Chinese wholly uninflected?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,In North Korea, has Hanja been discontinued?,S09_set5_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,The most  widespread is the Palladius  system?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Is the Vietnamese  term  for Chinese writing Hán t?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Did the Empire have little success?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,When are most of these groups mutually unintelligible?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,What is the population of Chinese language?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Is the most widespread the Palladius system?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Are most of these groups mutually unintelligible?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,In what country is Chinese language located?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Are The modern Chinese dialects more like a family?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Is it true that one-fifth of world population speak some form of Chinese?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,One-fifth of world population speak some form of what?,Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Is mandarin spoken Chinese distinguished by its high level?,no,S09_set5_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Is standard Mandarin language of People Republic?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Are there many systems of romanization for the chinese languages due to the Chinese`s own lack of phonetic transcription until modern times ?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,May the idea of Chinese as a language family suggest that the chinese identity is much more fragmentary and disunified than Chinese language actually is and as such is often looked upon as culturally and politically provocative ?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Are most chinese words formed out of native chinese morphemes , including words describing imported objects and ideas ?,S09_set5_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,May a native of Guangzhou speak Standard Cantonese and putonghua , a resident of Taiwan ,NULL,S09_set5_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Refer most chinese and chinese linguists to chinese as a single language and Chinese language`s subdivisions dialects , while others call chinese a language family ?,S09_set5_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese_language,Are there between 7 and 13 main regional groups of Chinese , of which the most spoken , 70 million and 70 million ?,NULL,NULL,NULL,S09_set5_a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,Copenhagen is the capital of what country?,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,Copenhagen is the capital of what country?,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,What is the population of Copenhagen?,1,medium,S09_set3_a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,What is the population of Copenhagen?,1,hard,S09_set3_a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,What transnational bridge was completed in 2000?,Oresund Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,What transnational bridge was completed in 2000?,Oresund Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,Why is Copenhagen a regional hub?,Its strategic location and excellent infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,Why is Copenhagen a regional hub?,Its strategic location and excellent infrastructure with the largest airport in Scandinavia[6] located 14 minutes by train from the city centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,What happened to Copenhagen between 1251 and 1255?,a bunch of things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,Is Copenhagen completely surrounded with water? ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,Copenhagen is ranked number one worldwide for which things?,Most Livable City in the World,S09_set3_a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,Copenhagen is ranked number one worldwide for which things?,Most Livable City,S09_set3_a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen,Why did German troops occupy Copenhagen?,Because it was WW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Have cymbals been used historically to suggest bacchanal?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Have cymbals been used historically to suggest bacchanal?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Can the origins of cymbals be traced to prehistoric times?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Can the origins of cymbals be traced to prehistoric times?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Are cymbals used in moden orchestras?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Are cymbals used in moden orchestras?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What are the most common Cymbals?, The most common Cymbals are the Hi-Hats, and China.,medium,medium,S09_set2_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What are the most common Cymbals?,Hi-Hats, and China,medium,easy,S09_set2_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What is the second main orchestral use of cymbals?,The suspended cymbal is the second main orchestral use of symbals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What is the second main orchestral use of cymbals?,The suspended cymbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What have clash cymbals traditionally been accompanied by?,Clash cymbals have traditionally been accompanied by the bass drum playing an identical part.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What have clash cymbals traditionally been accompanied by?,The bass drum playing an identical part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What happens when the center of a Cymbal is hit?,It causes a sound which is in a higher register than the rest of the symbal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What happens when the center of a Cymbal is hit?,It causes a sound which is in a higher register than the rest of the cymbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What is an effective way to accentuate a note?,Playing a bass drum playing an identical part is an effective way to accentuate a note.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What is an effective way to accentuate a note?,The combination of a clash cymbol being accompanied by a bass drum playing an identical part,S09_set2_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,From what type of Cymbals can a expert player obtain an enormous dynamic range?,An expert player can obtain an enormous dynamic range from crash cymbals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,From what type of Cymbals can a expert player obtain an enormous dynamic range?,Crash cymbals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Can the origins of cymbals be traced back to prehistoric times?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Can the origins of cymbals be traced back to prehistoric times?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Did the modern hi-hat evolve from clash cymbals?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Did the modern hi-hat evolve from clash cymbals?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Is the word cymbal derived from a Germanic word?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,Is the word cymbal derived from a Germanic word?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What is the center of a cymbal called?,Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What is the center of a cymbal called?,bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,"What part of the cymbal gets the best ""crash""?",Edge or rim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,"What part of the cymbal gets the best ""crash""?",edge or rim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What is the second main orchestral use of cymbals?,the suspended cymbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What is the second main orchestral use of cymbals?,the suspended cymbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What two instruments form the modern drum kit?,the cymbals and the drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What Greek mythical creatures were depicted holding cymbals?,fauns and satyrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What Greek mythical creatures were depicted holding cymbals?,fauns and satyrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What are orchestral crash cymbals technically called?,a pair of clash cymbals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbal,What are orchestral crash cymbals technically called?,clash cymbals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Is Dhaka the capital of Bangladesh?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Is Dhaka located on the eastern banks of the Buriganga River?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Is University of Dhaka the largest public university in Dhaka?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,How much area does Dhaka cover?,1462.60 square kilometers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,How many people did the 1970 Bhola cyclone kill?,500,S09_set3_a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,When is the end of the independence war of Bangladesh?,Dec-16,S09_set3_a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Did the Mughals arrive in Dhaka?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhaka,Is University of Dhaka older than the Dhaka College?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,What is given for the number of native speakers?,No figure is given for the number of native speakers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Is english an intonation  language?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Is english a de  jure  official  language  of Israel?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Is the stressed  syllable called the nuclear  syllable?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Does english grammar have minimal inflection?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Did old English develop into Middle English?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Are books, magazines,easy,S09_set5_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Is the syntax of German different with different rules?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Is it true that semantics causes a number of false friends?,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Here , are all syllables unstressed ,NULL,easy,S09_set5_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Are many words describing the navy , types of ships ,easy,S09_set5_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English_language,Are local variations in the formal written version of the language quite limited , being restricted largely to the spelling differences between British and American English ?,S09_set5_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,Is the flute a musical instrument?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,Is the flute a musical instrument?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,Is it possible to open flutes at one or both ends?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,Is it possible to open flutes at one or both ends?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,Are Indian concert flutes available in standard pitches?,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,Are Indian concert flutes available in standard pitches?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,What do we refer musicians who play flute?,A flute player,S09_set2_a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,What do we refer musicians who play flute?,A flute player,medium,S09_set2_a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,When was a three-holed flute made from a mammoth tusk discovered?,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,When was a three-holed flute made from a mammoth tusk discovered?,In 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,When did the tin whistle first appear?,12th century.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,When did the tin whistle first appear?,In the 12th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,What are the oldest known musical instruments?,A three holed-flute made from a mammoth tusk and two flutes made from swan's bones.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,What are the oldest known musical instruments?,A three-holed flute made from a mammoth tusk and two flutes made from swans' bones are among the oldest known musical instruments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,When was the pan flute spread to other parts of Europe?,7th century BC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,When was the pan flute spread to other parts of Europe?,After the 7th century BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flute,What does the air stream across this hole create?,A Bernoulli,S09_set2_a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,Are foxes wary of humans?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,Are foxes wary of humans?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,Are fennec foxes endangered?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,Are fennec foxes endangered?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,Does the diet of foxes include reptiles?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,Does the diet of foxes include reptiles?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,How long do most foxes live?,Most foxes live 2 to 3 years,S09_set1_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,How long do most foxes live?,2 to 3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,In what country did fox hunting originate?,the United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,In what country did fox hunting originate?,in the United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,What is the smallest species of fox?,The Fennec Fox is the smallest species of fox. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,What is the smallest species of fox?,the Fennec Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,What are female foxes called?,vixens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,What are female foxes called?,vixens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,What is caching food?,Caching is burying it for later consumption,hard,hard,S09_set1_a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,What is caching food?,burying it for later consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox,Do foxes damage fruit on farms?,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,How many years ago did African people spread across 31 francophone African countries can speak French either as a first or second language?,2 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,In Old French, was the plural  for animal animals?,S09_set5_a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Is catalan the only  official  language  of Andorra?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,In Belgium, however,easy,S09_set5_a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Where is it an official language?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Is french taught in many schools as a primary language along with Arabic?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,What is widely used by the Lebanese, especially for administrative purposes?,S09_set5_a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Is french descendant of the Latin language?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Are there also a variety of regional languages In addition?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Is it true that france signed the European Charter for Regional Languages?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,France signed the European Charter for what?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Is french language of 20  %?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Is French language of Wallonia?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Are the prefixes en- and em- always nasalized ?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Are French and German not official languages nor recognised minority languages in the flemish region , although there are a dozen municipalities with language facilities for French-speakers ?,S09_set5_a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French_language,Can the palatal nasal occur in word initial position ( e.g ?,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,How many years ago was the Luther Bible by Martin Luther printed?,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Is german an inflected  language?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,In Switzerland, is ß used at all?,S09_set5_a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Are there two common  word  orders?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Are feminines declined in the singular?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Is 9 %  of the Internet  population German?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Is german written using the Latin  alphabet?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Was the Luther Bible by Martin Luther printed?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Does a  tz indicate that the preceding vowel is short?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Are there 622,650 speakers of German In Canada?,S09_set5_a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Are there also large populations of German ancestry In Mexico?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Would Bundesländer not accept North Rhine Westphalia and Bavaria ?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German_language,Have adverbs of time to appear in the third place in the sentence , just after the predicate ?,S09_set5_a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Do both sexes of giraffe have horns?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Do both sexes of giraffe have horns?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Do giraffes give birth standing up?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Do giraffes give birth standing up?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Are giraffes hunted for their hides?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Are giraffes hunted for their hides?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,What areas can giraffes inhabit?,savannas,medium,S09_set1_a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,What areas can giraffes inhabit?,inhabit savannas,easy,S09_set1_a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,What will a giraffe use to clean off any bugs that appear on its face?,extremely long tongue ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,What will a giraffe use to clean off any bugs that appear on its face?,It's extremely long tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,How do giraffes defend themselves?,with a powerful kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,How do giraffes defend themselves?,With powerful kicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Do male giraffes weigh more than female giraffes?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Do male giraffes weigh more than female giraffes?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Do male giraffes have larger horns than female giraffes?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giraffe,Do male giraffes have larger horns than female giraffes?,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
